Entreprise,Attribut 1,Attribut 2,Attribut 3,Attribut 4,Attribut 5,Attribut 6,Attribut 7,Attribut 8,Attribut 9,Attribut 10,Score d'apétence
Entreprise 191,7.84985135406511,2.12570580119471,6,8,1,8906,2970,2797,HELLO 4,SALUT 5,0.710765647064755
Entreprise 1165,7.26026183756771,2.55658434481796,2,7,2,751,540,6881,HELLO 6,SALUT 4,0.710613169436432
Entreprise 119,9.00453282333372,6.75023654291053,1,7,2,2975,8117,8079,HELLO 2,SALUT 7,0.710404755700267
Entreprise 352,8.61428536828763,5.38640746426664,6,3,1,6513,2124,7155,HELLO 4,SALUT 9,0.709668484551744
Entreprise 761,7.19120420070115,8.63931933462033,0,6,4,1873,2004,8823,HELLO 5,SALUT 2,0.709641650494815
Entreprise 969,0.362074474783535,3.12291061425216,2,7,2,2156,5967,3269,HELLO 6,SALUT 9,0.709641203224172
Entreprise 746,2.94592850581285,2.87894379219099,2,6,9,2149,5688,4006,HELLO 2,SALUT 3,0.709274552119739
Entreprise 181,3.47161035085142,1.95044208707985,1,7,6,7095,5148,4803,HELLO 5,SALUT 4,0.70854858115404
Entreprise 963,9.70659725544775,4.10557315856277,8,9,3,5677,9713,3420,HELLO 8,SALUT 5,0.705749944663304
Entreprise 1105,4.83802015953761,4.31857338036123,7,1,0,9535,7409,494,HELLO 7,SALUT 3,0.705637557096556
Entreprise 728,5.81860295780387,7.30900341610604,4,7,8,8055,5554,5384,HELLO 7,SALUT 8,0.705624486361955
Entreprise 724,8.20282015534744,7.5344708116106,4,8,2,3216,9526,3992,HELLO 3,SALUT 1,0.705253951481378
Entreprise 1252,3.80083933863717,3.64434860201519,6,7,5,5593,649,8629,HELLO 4,SALUT 2,0.704991739059302
Entreprise 1395,2.11419227539413,5.48951725839989,8,5,5,2900,2290,9241,HELLO 3,SALUT 1,0.704882921278576
Entreprise 290,2.91212085609642,3.87590606725911,8,10,4,6150,9109,3948,HELLO 0,SALUT 8,0.7047403784817
Entreprise 295,3.1653298606897,3.79507670706228,0,4,3,2563,5139,2784,HELLO 9,SALUT 7,0.703752032652676
Entreprise 433,9.12094924321235,7.14912741572636,3,6,7,7896,9411,6375,HELLO 6,SALUT 9,0.703215331128216
Entreprise 437,2.75522637588033,6.42320695135637,9,6,9,8061,5817,501,HELLO 7,SALUT 4,0.701477919272648
Entreprise 440,2.90512853527898,9.0158929010482,9,1,3,8196,5430,4644,HELLO 0,SALUT 1,0.698614577799023
Entreprise 1090,6.73774703596518,9.82906483981118,1,3,8,1052,1202,9910,HELLO 2,SALUT 0,0.698318124387392
Entreprise 1075,5.11164451662956,6.32397573714186,5,7,3,9382,2753,5556,HELLO 7,SALUT 8,0.698196643251642
Entreprise 255,2.87203226589545,2.23946616343297,4,5,7,6962,2936,3855,HELLO 3,SALUT 3,0.697989750775013
Entreprise 1210,5.09006385541476,1.18059053324425,2,9,5,4509,8893,8202,HELLO 3,SALUT 8,0.695426767840689
Entreprise 158,4.23226465555093,5.85160747140834,7,4,5,9295,9078,4159,HELLO 6,SALUT 4,0.69509949551809
Entreprise 852,5.14410295832815,9.21250049973914,2,2,4,6707,1047,7198,HELLO 6,SALUT 4,0.693512096012386
Entreprise 62,4.59377748396777,0.843363676951622,3,6,8,730,3553,338,HELLO 6,SALUT 2,0.693447763099845
Entreprise 1146,6.02034206323965,7.7073290830607,4,3,10,2656,3372,2784,HELLO 3,SALUT 3,0.692313946092861
Entreprise 966,7.07554663677421,8.22058195464385,2,3,7,8440,1143,7340,HELLO 6,SALUT 3,0.692252170356116
Entreprise 479,1.52632525431528,7.43935246497289,6,6,8,483,2321,7934,HELLO 6,SALUT 2,0.691697943638038
Entreprise 872,0.724698526818728,5.95953695325077,6,8,7,3597,2874,3975,HELLO 9,SALUT 5,0.691510895756536
Entreprise 360,7.61730182667388,4.20934953097146,8,4,10,7649,3765,3293,HELLO 4,SALUT 5,0.691505886694952
Entreprise 1258,7.34698187698053,1.3337576485489,3,7,2,9274,2847,3010,HELLO 4,SALUT 9,0.690880950753342
Entreprise 1427,6.57040471548523,8.96560588922077,1,3,9,9920,8499,5307,HELLO 2,SALUT 4,0.689557223744542
Entreprise 1085,7.05677309355646,9.51655180330955,2,5,10,5320,4908,490,HELLO 1,SALUT 9,0.687859147565314
Entreprise 274,7.83152199267906,7.26376834272916,1,3,8,145,7588,4713,HELLO 1,SALUT 7,0.685631491051971
Entreprise 451,2.7119144202434,0.673939854314733,0,3,1,5628,1301,3646,HELLO 10,SALUT 6,0.685271117387986
Entreprise 164,3.26796438322711,3.78657393744189,0,2,8,9636,4704,3512,HELLO 3,SALUT 1,0.683986942260336
Entreprise 100,2.22330077813336,7.74319419555147,4,9,1,4422,8212,1680,HELLO 7,SALUT 8,0.683296720734785
Entreprise 1359,1.95507871458966,2.14709967537399,1,8,4,3475,5076,3886,HELLO 5,SALUT 3,0.682954312396182
Entreprise 1507,4.18060797940628,3.57496876162958,4,3,8,8963,6797,7397,HELLO 3,SALUT 3,0.682009872789977
Entreprise 604,2.77392634323339,1.42600185148407,0,0,1,3097,5801,1952,HELLO 5,SALUT 9,0.681682477786084
Entreprise 34,5.91147400688013,8.91337704513931,7,8,0,1751,6762,2848,HELLO 9,SALUT 7,0.680834801467585
Entreprise 894,4.09252592091305,3.42270909213922,7,3,0,8899,3864,7705,HELLO 10,SALUT 0,0.680204956799731
Entreprise 1002,3.97059398444078,9.84693599597701,4,0,7,9082,4689,387,HELLO 8,SALUT 5,0.679937595137127
Entreprise 672,7.7663962228544,9.98534427357863,9,0,3,9659,8870,4639,HELLO 7,SALUT 0,0.679744510957382
Entreprise 371,1.74966115517152,7.21920099734805,7,3,4,6376,7980,1450,HELLO 10,SALUT 2,0.679743151037432
Entreprise 494,6.21171365672532,6.56516813385781,9,1,4,7622,7288,2801,HELLO 6,SALUT 10,0.679557253050044
Entreprise 667,8.36869271815953,7.35900868532767,3,3,7,8600,1314,5477,HELLO 1,SALUT 8,0.677625883549586
Entreprise 1177,2.5733059886588,9.42030233168554,3,9,5,3689,7373,8218,HELLO 7,SALUT 6,0.677210370890438
Entreprise 481,3.20879744999545,5.85206742509571,4,7,7,4325,3130,5709,HELLO 5,SALUT 6,0.67643605717644
Entreprise 439,7.30501854765096,6.13145120943207,8,8,7,5793,1081,5778,HELLO 2,SALUT 4,0.676090317937154
Entreprise 502,0.0556414891995882,9.58041509562048,4,6,7,3840,7721,7306,HELLO 5,SALUT 1,0.67494648681603
Entreprise 263,0.463487228165896,9.96766654256959,4,7,4,572,7549,8096,HELLO 7,SALUT 2,0.674174421249682
Entreprise 1411,5.14404187009229,7.47710352768888,8,8,4,6629,8841,2464,HELLO 9,SALUT 10,0.672334315145867
Entreprise 1524,6.26982283649195,6.77093524526987,8,7,5,5273,5076,1158,HELLO 9,SALUT 3,0.671994585882134
Entreprise 655,7.90714313126624,8.91074402112364,8,5,3,1137,1616,7842,HELLO 8,SALUT 2,0.6713335709117
Entreprise 1071,2.95505488984136,1.421535606596,6,5,9,8035,4881,6778,HELLO 4,SALUT 4,0.67108033226708
Entreprise 80,3.15251426938015,5.36207277589659,10,2,1,1846,3350,935,HELLO 4,SALUT 7,0.670566482989545
Entreprise 166,8.28986998386025,1.77393107819332,2,1,3,1558,2797,3945,HELLO 1,SALUT 7,0.6704231662672
Entreprise 346,9.3395680938169,3.8415926646399,8,6,1,298,6252,6874,HELLO 2,SALUT 10,0.670131767394052
Entreprise 1118,9.34559469425695,3.05519366108826,7,3,9,8907,5150,5346,HELLO 8,SALUT 1,0.669858721038043
Entreprise 129,4.07353269566501,5.53951762641856,1,8,9,9531,240,1985,HELLO 2,SALUT 6,0.66979929333913
Entreprise 954,0.712408545092287,2.34031845650228,8,4,8,8271,5450,3922,HELLO 8,SALUT 4,0.668653574766381
Entreprise 3,0.405782212504889,5.31931977979979,8,6,7,2522,4188,4426,HELLO 4,SALUT 8,0.668424270069671
Entreprise 1581,6.21238933522009,0.985119284084282,9,0,6,2395,6834,4339,HELLO 0,SALUT 3,0.668023415417971
Entreprise 1201,8.46731533048758,1.51127254329663,6,0,7,3770,4050,5012,HELLO 3,SALUT 6,0.667461283648532
Entreprise 1545,3.10569361008143,1.57563385580869,10,2,7,4421,4981,3739,HELLO 4,SALUT 5,0.666201914608081
Entreprise 1405,8.73166201724244,1.05747035941316,9,9,8,6192,2243,5162,HELLO 8,SALUT 3,0.665470742078906
Entreprise 882,6.359280529723,4.14879013854567,2,10,4,494,5816,5004,HELLO 10,SALUT 8,0.665426461606322
Entreprise 1440,9.49095256230222,1.17037622331698,6,0,7,8615,5349,5355,HELLO 1,SALUT 2,0.664701997384361
Entreprise 737,9.22045677714399,0.097785546267094,2,3,6,8053,6863,39,HELLO 9,SALUT 7,0.664353821553895
Entreprise 1183,9.89339262169539,8.64393184331749,8,7,1,2021,4676,2946,HELLO 6,SALUT 4,0.66352679866661
Entreprise 890,5.52697771081634,0.415651869087955,10,5,6,5968,4515,8713,HELLO 3,SALUT 5,0.661948891450776
Entreprise 29,3.6517772948557,5.01156897462322,3,10,9,8782,5192,6585,HELLO 7,SALUT 8,0.65986782687323
Entreprise 223,7.76106058882144,6.55878970667646,4,3,6,9411,4261,9857,HELLO 7,SALUT 1,0.659660695547119
Entreprise 689,4.41006928930802,8.05713438730969,5,7,0,9514,272,3601,HELLO 3,SALUT 6,0.659615766572208
Entreprise 1400,3.30355473814474,3.75163782309844,10,8,2,5250,7234,8813,HELLO 0,SALUT 6,0.659379164489439
Entreprise 404,6.82084727138658,4.47655983601206,3,9,4,9945,9017,8483,HELLO 6,SALUT 5,0.658882201556099
Entreprise 417,7.47946727972105,2.59570927111438,3,10,1,9710,554,4571,HELLO 1,SALUT 2,0.658671658158495
Entreprise 1014,8.42320457923629,3.75352869570782,0,8,7,5440,4251,5925,HELLO 1,SALUT 2,0.658536623944272
Entreprise 1590,8.62801554084207,0.282763267340681,4,2,9,7870,5753,7971,HELLO 7,SALUT 6,0.658144078962654
Entreprise 1185,6.97661049823865,7.17995085756646,7,6,5,6928,245,5836,HELLO 9,SALUT 2,0.657842265620844
Entreprise 795,1.87960002845498,8.5529712057174,7,4,6,4918,9068,7676,HELLO 2,SALUT 6,0.657233982455893
Entreprise 1053,7.48973562406909,2.74928863619261,1,4,4,4792,3189,471,HELLO 1,SALUT 8,0.657219513899927
Entreprise 564,1.59318879020275,0.38300701299171,6,4,4,586,571,8422,HELLO 1,SALUT 9,0.657173643799096
Entreprise 1350,3.34095052085984,9.3741721057812,6,4,7,4909,7018,7405,HELLO 4,SALUT 5,0.656486687355323
Entreprise 354,8.10695952428424,5.34678098142677,4,2,1,683,8184,2825,HELLO 6,SALUT 8,0.655971390922453
Entreprise 288,4.50560230605274,6.75952923663501,9,9,5,2025,7638,6116,HELLO 6,SALUT 7,0.65594469008159
Entreprise 1463,3.43124035911296,0.102072136230275,6,0,7,2459,3971,3093,HELLO 5,SALUT 7,0.653254378821042
Entreprise 162,4.26921365033378,7.78513569470294,2,7,8,4877,5332,4159,HELLO 2,SALUT 5,0.652855386070765
Entreprise 212,8.31455890047836,8.37656882389978,8,1,5,7677,2651,9232,HELLO 1,SALUT 2,0.652020251199416
Entreprise 830,4.44200879006574,3.4428156847795,7,3,5,1489,8207,7999,HELLO 10,SALUT 2,0.651850769723803
Entreprise 576,4.79044645990563,7.56990506383674,2,10,6,5478,4909,4599,HELLO 5,SALUT 9,0.651463932087012
Entreprise 786,4.93618597196599,1.02258263347313,6,9,7,9283,3479,3198,HELLO 9,SALUT 7,0.650260111820058
Entreprise 1237,5.21721948983982,1.8141581601658,6,10,0,1785,2528,8324,HELLO 5,SALUT 6,0.649560592078468
Entreprise 446,1.20558956795773,6.90246435489192,3,3,8,3170,459,7056,HELLO 4,SALUT 3,0.649045745948599
Entreprise 1584,2.47891087535215,3.10844366520873,9,9,1,441,9238,9339,HELLO 5,SALUT 6,0.648198417376147
Entreprise 173,9.50383216095132,2.91890773664136,2,6,3,2493,4354,8744,HELLO 1,SALUT 8,0.647761372659205
Entreprise 699,4.53136190053627,2.19573572589643,6,10,4,7222,211,7575,HELLO 6,SALUT 10,0.647238543990412
Entreprise 1271,7.98917089105934,2.36775992153191,8,1,6,5898,6872,4847,HELLO 2,SALUT 1,0.646460169777294
Entreprise 16,4.75485260341822,7.33782301078826,7,1,0,5251,4841,2717,HELLO 6,SALUT 2,0.646192939209425
Entreprise 65,7.93106256014374,5.41243502395508,1,2,4,1664,8535,7092,HELLO 4,SALUT 8,0.645705445358556
Entreprise 199,6.16453340056436,4.8474077039993,0,5,8,970,455,5932,HELLO 6,SALUT 3,0.645481712292176
Entreprise 1078,4.04582281773847,5.43087509850252,2,9,5,9926,6403,9511,HELLO 5,SALUT 3,0.644394242609607
Entreprise 486,1.98821001770241,8.57715157654254,6,8,9,7312,389,4328,HELLO 5,SALUT 1,0.643508579158511
Entreprise 1358,4.21849097135145,2.78865594885711,7,4,9,5251,6771,985,HELLO 7,SALUT 5,0.642701326078845
Entreprise 651,3.66669301797105,5.41409275732639,6,8,4,9224,9252,8475,HELLO 4,SALUT 4,0.641292708002851
Entreprise 1476,5.05818368292658,2.4439823549383,5,1,8,1605,8894,1315,HELLO 9,SALUT 4,0.641133061759201
Entreprise 635,1.88171713938813,6.81942756829967,3,8,4,489,7869,4354,HELLO 1,SALUT 6,0.639740355454541
Entreprise 376,0.00907600437873746,8.58368542269579,9,1,9,6866,9241,6385,HELLO 7,SALUT 10,0.639738220083723
Entreprise 141,3.33739028539482,6.74997058222428,10,9,4,9625,8777,9849,HELLO 5,SALUT 2,0.638647580330688
Entreprise 778,7.04370038635406,8.8531261692385,9,6,4,9529,6792,3463,HELLO 7,SALUT 5,0.638475166563468
Entreprise 127,2.69336808171206,8.45730179102591,2,9,6,6930,4558,1990,HELLO 6,SALUT 3,0.637823202490125
Entreprise 306,1.77958262085091,6.70745563748325,0,3,3,6845,8054,3537,HELLO 6,SALUT 5,0.636969664974776
Entreprise 298,8.75420975630755,1.60687951028445,7,8,9,4902,5535,5535,HELLO 4,SALUT 10,0.636286234596041
Entreprise 1173,1.58551949977749,2.21859299129898,2,4,3,2157,82,1208,HELLO 6,SALUT 7,0.635792091074659
Entreprise 1544,6.92233069118602,1.74728454527438,3,7,9,5107,3712,9957,HELLO 6,SALUT 1,0.634930927942258
Entreprise 984,3.79633397954551,8.14828319396687,10,3,5,4162,2805,6348,HELLO 8,SALUT 0,0.631964427750574
Entreprise 297,2.41700375158697,7.3110920749592,6,2,5,9299,5609,2102,HELLO 8,SALUT 1,0.631782608087518
Entreprise 1502,2.57355536526192,2.39280986143092,8,4,2,9032,3612,9317,HELLO 3,SALUT 0,0.630805602629098
Entreprise 1217,3.56523210490952,3.20357139403189,1,4,2,2888,4102,9103,HELLO 4,SALUT 3,0.630064363117407
Entreprise 296,0.425609437438301,4.9218888879343,1,2,0,8537,1027,4948,HELLO 2,SALUT 5,0.629636706369962
Entreprise 398,4.00769155242112,7.18851929709084,9,3,2,5425,9546,7921,HELLO 4,SALUT 7,0.62923164936437
Entreprise 33,2.44950616602953,6.70183818629141,10,10,7,5359,9511,4670,HELLO 8,SALUT 9,0.628320753304847
Entreprise 228,0.656171767883088,8.54949351082444,3,1,0,5654,3490,1612,HELLO 4,SALUT 1,0.626676034976746
Entreprise 46,1.18808035275319,8.47599937513117,7,9,10,9233,6051,971,HELLO 5,SALUT 9,0.626636864697981
Entreprise 57,0.363743589249911,3.37503188405739,8,2,4,438,7511,7826,HELLO 6,SALUT 8,0.62590804257412
Entreprise 1449,0.401402441897095,5.35260435043819,8,7,6,6428,7354,6703,HELLO 3,SALUT 3,0.625849705802329
Entreprise 1341,7.96622219341289,6.55544697578327,9,5,8,1907,1002,8446,HELLO 7,SALUT 8,0.625366767439393
Entreprise 40,3.23431329841973,5.8453006148938,10,1,3,3663,1882,376,HELLO 6,SALUT 2,0.625090574569599
Entreprise 353,0.969290186042652,7.60636904706784,1,1,1,7931,9269,7945,HELLO 6,SALUT 2,0.625049282684011
Entreprise 734,6.12305859588372,9.10019148884709,9,3,2,5854,3419,1479,HELLO 7,SALUT 8,0.624935990271786
Entreprise 82,6.893254363846,8.74947121982854,9,1,0,5423,6372,30,HELLO 2,SALUT 7,0.624422127846454
Entreprise 1259,7.79314095919829,9.29757807465231,8,2,4,735,6099,8373,HELLO 10,SALUT 9,0.623893111683081
Entreprise 1124,0.441758758621817,2.21372232916836,9,3,0,7660,7656,3069,HELLO 9,SALUT 9,0.623772921715602
Entreprise 128,4.1159566263012,8.93668468451696,6,0,6,8693,2751,1507,HELLO 8,SALUT 2,0.623007980155871
Entreprise 1312,9.40749781928572,5.89424647791044,4,6,9,6587,4642,8500,HELLO 0,SALUT 2,0.621951242387056
Entreprise 1298,1.55908167536204,2.24491009452872,9,6,1,7221,3272,8299,HELLO 8,SALUT 0,0.621745489997726
Entreprise 441,8.27107386396558,4.35384636249938,3,9,8,1265,757,8198,HELLO 8,SALUT 7,0.620231490873172
Entreprise 1401,8.12307124835463,7.97115458927227,0,0,4,7457,9959,7625,HELLO 6,SALUT 9,0.619241745334186
Entreprise 287,0.102449424705372,7.98175520357235,5,7,6,1823,9265,9697,HELLO 8,SALUT 2,0.618793933670787
Entreprise 690,5.59531034032934,6.80559262027243,4,3,6,333,8057,9029,HELLO 4,SALUT 4,0.618286363670445
Entreprise 1389,9.30340957454814,4.05722619968027,2,0,9,7835,4798,4054,HELLO 7,SALUT 1,0.617972383365759
Entreprise 18,8.65594984236596,4.31763332428087,8,5,10,6541,6737,5262,HELLO 3,SALUT 1,0.616889404990984
Entreprise 1091,9.57309287835681,6.90978334535321,1,10,6,6244,4571,1701,HELLO 2,SALUT 2,0.616811563881415
Entreprise 19,3.75232500447005,7.29532870367791,9,7,4,4591,6558,3525,HELLO 4,SALUT 8,0.615712463983004
Entreprise 662,8.89151006909421,9.60806635224291,3,8,9,8743,6892,3795,HELLO 4,SALUT 5,0.6148347135615
Entreprise 953,8.86134274323817,8.10365130276431,1,9,4,3449,1398,1993,HELLO 1,SALUT 0,0.614703832295083
Entreprise 1156,0.861137684234207,5.13268952038885,2,6,7,6644,5091,3629,HELLO 5,SALUT 3,0.614689813755771
Entreprise 1169,9.77331708775789,4.54010783713332,9,6,1,8133,3665,6384,HELLO 1,SALUT 8,0.613846999161983
Entreprise 106,7.60559747676638,7.184833489452,8,4,7,7414,158,9838,HELLO 10,SALUT 1,0.613702586294371
Entreprise 927,9.1124855069735,3.82482778857605,1,3,7,145,6696,7135,HELLO 0,SALUT 4,0.613483264983057
Entreprise 541,1.28064331362146,7.43217730624568,1,6,5,3274,8218,2487,HELLO 6,SALUT 1,0.612929388225112
Entreprise 534,6.5745014577869,0.398915790007095,5,9,5,5497,9330,1418,HELLO 9,SALUT 6,0.612771081364793
Entreprise 584,5.10081371191208,3.19475662261058,9,5,10,2139,682,8354,HELLO 0,SALUT 2,0.61197650510344
Entreprise 1340,5.96724790431843,7.87176825361025,3,8,6,7544,3386,9933,HELLO 2,SALUT 3,0.60995593397007
Entreprise 113,9.36572564322293,8.00226600609722,2,10,9,1312,2408,7323,HELLO 6,SALUT 7,0.609605793041966
Entreprise 51,9.50864825974469,0.224037194861171,7,6,7,8896,4979,9603,HELLO 5,SALUT 8,0.609556160686569
Entreprise 943,1.24086211833285,2.49885605375595,5,8,0,9907,3240,1405,HELLO 4,SALUT 7,0.609222421487446
Entreprise 1347,2.44179923428145,0.315948982498933,7,2,8,7246,7379,7232,HELLO 2,SALUT 8,0.608089400252075
Entreprise 956,6.67959322340292,9.10801714109627,7,1,5,1171,1115,9140,HELLO 5,SALUT 8,0.606726666334804
Entreprise 1558,2.6554046352934,4.77859343913127,9,1,5,5334,5425,4512,HELLO 7,SALUT 4,0.606493905598702
Entreprise 990,4.18879288063065,5.46220184343438,8,3,2,8662,2822,8556,HELLO 9,SALUT 3,0.606115809774397
Entreprise 1194,5.53778765013694,0.129733835592162,2,6,8,3230,6377,3922,HELLO 8,SALUT 9,0.606001363483299
Entreprise 510,7.63370978733092,1.89788669922495,9,10,3,2053,5110,9495,HELLO 4,SALUT 4,0.605734371270154
Entreprise 200,8.49534218877539,2.35955569353635,1,8,7,4622,5120,2662,HELLO 1,SALUT 9,0.604881286874233
Entreprise 342,9.5650111477123,7.52568771237663,9,3,6,1115,9915,812,HELLO 4,SALUT 8,0.604575764842574
Entreprise 1317,6.7978252973817,3.90721121938483,3,1,10,3833,9666,1882,HELLO 6,SALUT 6,0.604050304828878
Entreprise 1263,8.78964025566049,1.49061391419855,10,3,2,5393,8379,4795,HELLO 8,SALUT 4,0.603886440561368
Entreprise 480,8.37220354450745,4.18458021730542,4,1,6,4733,9731,9875,HELLO 4,SALUT 6,0.603297121707461
Entreprise 331,9.69058181947635,9.60284968907905,9,1,4,9263,7563,6074,HELLO 8,SALUT 2,0.602624908552435
Entreprise 378,2.8451948558047,5.88472751819827,4,2,4,2638,3163,3784,HELLO 1,SALUT 3,0.602103843583286
Entreprise 1012,1.45092131799434,7.9863263346346,3,7,4,2972,7965,1605,HELLO 8,SALUT 3,0.601996954608771
Entreprise 484,5.77566849527782,9.63772335058964,6,1,1,8292,7402,8209,HELLO 3,SALUT 4,0.601874059862184
Entreprise 1462,7.70695023011772,1.28714985993169,1,6,2,7432,8701,3756,HELLO 3,SALUT 1,0.600883507092558
Entreprise 460,2.4252542721685,4.41306152010474,3,1,2,9431,1014,4545,HELLO 4,SALUT 6,0.600772485148243
Entreprise 807,0.267300406797388,6.31883863196215,2,1,3,582,3066,6247,HELLO 2,SALUT 8,0.600576287332543
Entreprise 549,2.43831078661037,0.217617512114379,4,10,5,2584,1063,6832,HELLO 3,SALUT 2,0.599339920778404
Entreprise 422,3.75454883822491,1.72905381638195,10,0,1,360,8557,6268,HELLO 6,SALUT 7,0.599175271808754
Entreprise 1454,1.89839427674406,7.34068278927383,1,5,4,2900,4556,3030,HELLO 4,SALUT 1,0.599145783983221
Entreprise 1336,9.05502043344936,4.14860991710761,0,4,8,5734,7467,3605,HELLO 4,SALUT 8,0.599028677198456
Entreprise 726,9.08193268650657,0.0940699408478074,6,2,8,358,2690,7560,HELLO 2,SALUT 7,0.59840491812028
Entreprise 676,4.21054365944048,3.07284336487951,1,10,0,7159,7955,2203,HELLO 2,SALUT 7,0.597990168108814
Entreprise 1266,6.34375377246574,5.93487903489406,5,0,10,9150,8774,9250,HELLO 9,SALUT 7,0.597650609370208
Entreprise 1365,0.16341124871959,6.79912470559916,9,3,10,614,1358,9625,HELLO 9,SALUT 8,0.597159334837418
Entreprise 749,6.4603356292921,4.60071524480845,4,3,5,6627,3993,4763,HELLO 1,SALUT 9,0.596283048840117
Entreprise 612,6.00765934433558,3.54675032509883,0,9,4,892,250,251,HELLO 9,SALUT 4,0.595566621234094
Entreprise 1272,9.44499491010118,2.36826186216544,3,8,1,5222,3974,6646,HELLO 6,SALUT 7,0.595198477273824
Entreprise 1281,3.23410947089492,7.43134927201542,6,7,2,3626,1765,3064,HELLO 0,SALUT 8,0.595083939348057
Entreprise 261,2.66373624309895,5.77267346878614,9,8,1,1564,974,7048,HELLO 6,SALUT 2,0.593983179943554
Entreprise 309,4.12049072802401,0.328123450015012,2,2,9,5222,1792,8587,HELLO 5,SALUT 2,0.593459379476796
Entreprise 1178,9.28451698309393,8.90988368610002,9,8,8,3763,2372,3859,HELLO 8,SALUT 3,0.593298542122479
Entreprise 1289,5.29126732080513,8.59131318878804,1,0,7,36,9234,1183,HELLO 5,SALUT 4,0.593114296764831
Entreprise 886,7.66934920114946,9.84731627745494,4,8,10,3618,2555,8626,HELLO 1,SALUT 6,0.59311118984939
Entreprise 1539,5.71443974422172,0.982385964141345,3,1,7,957,3320,9241,HELLO 1,SALUT 9,0.592992411591528
Entreprise 1141,4.00240956568477,9.29953505120917,4,6,9,6149,7618,7458,HELLO 2,SALUT 4,0.592871814315133
Entreprise 630,7.19149743037678,6.95788002465696,5,7,10,4838,9956,2300,HELLO 7,SALUT 7,0.592784947638546
Entreprise 947,8.79497100313301,7.74881728949372,0,4,10,3798,5097,9672,HELLO 1,SALUT 5,0.592461927210486
Entreprise 1428,1.68656667708125,3.94207460367773,1,4,2,8981,8876,4749,HELLO 5,SALUT 9,0.590784533431102
Entreprise 1135,7.21011695011101,3.99731915699453,2,9,4,9284,1411,3965,HELLO 1,SALUT 9,0.589517228638171
Entreprise 1256,7.72687461207311,7.69721161139348,3,2,1,2725,634,7992,HELLO 6,SALUT 10,0.589182977499558
Entreprise 324,2.3642516730957,2.3335631916954,5,2,5,4186,3388,4278,HELLO 6,SALUT 7,0.587578258439787
Entreprise 375,6.15756238857109,4.82157191477261,3,5,2,2274,1951,5019,HELLO 9,SALUT 5,0.587465325846137
Entreprise 581,0.899497240049784,5.10087845398039,2,7,1,2870,56,592,HELLO 9,SALUT 3,0.587465262557626
Entreprise 26,8.39788433758615,7.78366894456154,8,6,5,1563,6318,6113,HELLO 1,SALUT 9,0.58532762197484
Entreprise 1557,5.71036788231357,0.179457253217044,3,3,9,5778,2102,8963,HELLO 2,SALUT 8,0.584889767958786
Entreprise 841,7.11478192557615,1.63446461548002,1,7,4,6707,7320,1321,HELLO 0,SALUT 6,0.583647543217733
Entreprise 1086,9.60956983220672,7.94253649818127,6,10,6,7694,8427,8031,HELLO 0,SALUT 7,0.583170113209175
Entreprise 1290,6.22173957738947,6.54780585800883,10,8,6,1366,7587,4035,HELLO 8,SALUT 2,0.582833134001728
Entreprise 623,6.22809442456126,6.15166870887487,9,3,5,7985,6798,6754,HELLO 4,SALUT 3,0.582668066632452
Entreprise 168,8.04080501898604,0.368014234293117,8,3,2,6828,4670,7017,HELLO 5,SALUT 3,0.58242247295919
Entreprise 275,6.93884996041148,1.33836499167746,1,7,8,8918,5074,1471,HELLO 4,SALUT 4,0.581023564126116
Entreprise 384,3.26612390311518,3.21371668929853,3,6,0,8495,6813,8663,HELLO 8,SALUT 10,0.58082634003924
Entreprise 602,4.66178968561709,4.31367304639072,8,2,9,6420,3672,2703,HELLO 7,SALUT 5,0.580576673208578
Entreprise 925,5.13768898809663,4.13954994755214,0,4,8,6879,6373,4583,HELLO 8,SALUT 7,0.57833294079786
Entreprise 932,3.15141569929312,1.13515257388085,1,1,9,9849,4309,5855,HELLO 0,SALUT 3,0.577846964069928
Entreprise 611,7.09269372169988,9.33393070155569,5,7,5,5048,3396,1332,HELLO 0,SALUT 9,0.577476106678349
Entreprise 497,1.6638521503036,1.84729080853397,10,6,2,8058,6917,9698,HELLO 7,SALUT 9,0.577221901662131
Entreprise 920,3.25471424147399,8.33595459703146,10,4,4,4821,5726,9024,HELLO 1,SALUT 1,0.577205531984744
Entreprise 995,2.92425900099748,1.65944925723575,6,5,5,8499,1124,5960,HELLO 9,SALUT 5,0.576770961506984
Entreprise 1134,1.28454145746984,0.00875743576864263,10,3,8,7119,7145,8451,HELLO 6,SALUT 3,0.576571610645956
Entreprise 413,8.46047443195736,8.1614371550299,9,4,3,8050,6216,6633,HELLO 7,SALUT 0,0.575850172453794
Entreprise 743,3.87151177549914,9.6127711608666,5,10,8,5165,2581,4154,HELLO 4,SALUT 10,0.575720079903974
Entreprise 12,9.15451679090956,8.0962091252282,9,9,9,8460,9626,3158,HELLO 3,SALUT 3,0.575450323154011
Entreprise 330,7.77320205078482,7.68712879850716,1,6,3,5867,7436,7246,HELLO 5,SALUT 9,0.573912610616199
Entreprise 1321,4.12986850787569,5.47326324989395,8,5,7,8098,5287,3033,HELLO 4,SALUT 7,0.572335850345862
Entreprise 337,3.12488511237679,9.26182782605605,9,1,8,2239,449,8658,HELLO 7,SALUT 7,0.572298311117155
